SEXO,RAÇA,ESTADO_CIVIL,ESCOLARIDADE,IDADE,OCUPAÇÂO,RENDIMENTO,OCUPAÇÂO_1,OCUPAÇÂO_2,OCUPAÇÂO_3
2,2,1,11,50,2341,D,2,23,234
2,4,5,11,23,4311,D,4,43,431
1,4,5,7,25,5414,E,5,54,541
2,2,5,10,21,6225,E,6,62,622
1,4,1,11,36,5321,B,5,53,532
2,4,1,10,36,8153,D,8,81,815
1,4,5,7,45,7112,D,7,71,711
2,4,5,5,26,9111,E,9,91,911
2,4,5,7,52,5120,E,5,51,512
1,2,5,7,29,7233,E,7,72,723
1,4,5,7,23,7112,E,7,71,711
1,1,1,10,28,9621,E,9,96,962
1,4,5,6,31,7411,D,7,74,741
1,4,5,6,37,7412,D,7,74,741
2,4,5,6,37,9111,E,9,91,911
1,4,5,5,25,6225,E,6,62,622
1,1,5,5,54,7112,E,7,71,711
2,2,5,6,25,9313,D,9,93,931
2,4,5,5,33,2651,E,2,26,265
1,4,1,6,56,9212,D,9,92,921
2,4,1,6,44,5120,E,5,51,512
2,4,5,7,35,8153,D,8,81,815
2,4,5,3,48,5141,D,5,51,514
1,4,5,10,22,3322,C,3,33,332
2,4,5,11,44,2341,D,2,23,234
1,4,5,11,45,3113,D,3,31,311
1,1,1,10,39,1321,C,1,13,132
2,4,5,10,43,3341,E,3,33,334
2,2,1,5,31,9111,E,9,91,911
1,2,5,10,25,9213,E,9,92,921
1,1,1,7,39,7112,C,7,71,711
2,4,1,10,37,4411,E,4,44,441
1,1,1,6,40,9312,E,9,93,931
1,4,3,10,28,8331,D,8,83,833
2,4,5,10,26,5223,D,5,52,522
2,4,5,10,38,9111,E,9,91,911
1,4,5,6,29,8332,E,8,83,833
1,2,1,5,41,7231,D,7,72,723
2,4,1,11,47,2341,C,2,23,234
2,1,1,10,42,4110,D,4,41,411
1,1,1,10,43,3118,D,3,31,311
1,1,5,6,42,7214,E,7,72,721
2,1,5,7,35,8153,E,8,81,815
2,4,1,10,26,9111,E,9,91,911
1,4,1,5,31,9621,E,9,96,962
1,2,1,5,33,9313,E,9,93,931
2,4,5,10,24,3322,E,3,33,332
1,4,5,10,46,7212,C,7,72,721
2,1,4,5,35,5141,E,5,51,514
1,4,5,7,24,9313,E,9,93,931
2,2,5,10,30,4110,D,4,41,411
1,2,5,10,33,4110,D,4,41,411
1,2,1,10,37,7112,E,7,71,711
1,1,1,7,51,8322,D,8,83,832
1,4,5,10,49,7112,D,7,71,711
1,4,5,6,42,9621,D,9,96,962
1,4,5,7,39,0000,E,0,0,0
2,2,5,7,31,9111,E,9,91,911
2,4,5,6,33,9111,E,9,91,911
1,4,5,7,35,2635,D,2,26,263
2,2,5,6,33,9111,E,9,91,911
1,4,1,5,33,9112,E,9,91,911
1,4,5,7,31,7412,D,7,74,741
2,1,5,10,34,9111,E,9,91,911
2,4,5,7,24,2656,E,2,26,265
1,4,1,2,52,9211,D,9,92,921
2,1,5,10,23,3221,D,3,32,322
1,4,5,7,42,8331,D,8,83,833
2,4,1,5,42,9611,E,9,96,961
1,4,5,6,29,7112,E,7,71,711
2,4,5,7,41,9216,E,9,92,921
2,4,4,11,34,2342,D,2,23,234
1,4,5,2,47,6225,E,6,62,622
1,4,5,10,24,5414,E,5,54,541
2,4,1,1,41,8153,E,8,81,815
1,4,5,1,42,9211,E,9,92,921
2,1,5,5,28,9111,E,9,91,911
1,4,1,10,30,9211,E,9,92,921
2,4,5,5,24,6111,E,6,61,611
1,4,5,5,31,6111,E,6,61,611
1,4,1,2,29,0000,E,0,0,0
2,1,1,5,33,0000,E,0,0,0
1,4,1,5,33,7112,E,7,71,711
2,1,5,11,33,3253,C,3,32,325
2,4,5,11,29,3311,B,3,33,331
2,1,5,12,32,3311,D,3,33,331
1,4,5,2,29,9211,E,9,92,921
2,4,1,5,39,9211,E,9,92,921
1,4,1,6,39,5414,E,5,54,541
2,4,5,10,37,4226,E,4,42,422
1,4,3,3,45,6111,E,6,61,611
2,1,5,5,25,6111,E,6,61,611
1,1,1,10,39,5414,D,5,54,541
2,4,1,12,40,2330,B,2,23,233
1,1,1,6,43,9211,E,9,92,921
2,4,1,6,40,9211,E,9,92,921
2,4,5,6,41,9111,E,9,91,911
2,1,5,7,42,4110,E,4,41,411
2,4,1,10,32,9520,E,9,95,952
1,4,1,10,36,4311,E,4,43,431
2,4,1,5,25,5211,E,5,52,521
1,4,1,7,26,9333,E,9,93,933
1,4,5,2,52,9211,E,9,92,921
1,2,5,7,22,9211,E,9,92,921
1,2,5,5,49,6111,E,6,61,611
1,4,5,10,40,2342,C,2,23,234
2,4,2,10,44,5120,D,5,51,512
1,4,1,2,56,9211,E,9,92,921
2,4,1,5,24,9111,E,9,91,911
2,4,5,10,30,5141,E,5,51,514
2,4,4,9,58,1345,D,1,13,134
2,4,5,1,32,9612,E,9,96,961
1,4,1,2,48,9211,E,9,92,921
2,4,5,5,37,9211,E,9,92,921
1,4,1,5,24,5414,E,5,54,541
2,4,1,11,56,2341,D,2,23,234
2,4,1,12,51,9112,D,9,91,911
1,4,1,5,37,6114,E,6,61,611
2,5,5,9,51,1330,D,1,13,133
1,1,1,12,37,2341,D,2,23,234
2,1,1,10,24,6114,E,6,61,611
1,1,1,1,56,7511,D,7,75,751
1,1,1,9,54,8322,D,8,83,832
1,4,1,5,27,7113,E,7,71,711
2,1,1,7,22,9211,E,9,92,921
2,2,5,10,45,5131,D,5,51,513
1,4,3,5,32,6114,E,6,61,611
2,1,4,11,54,2341,C,2,23,234
1,4,1,5,34,6111,E,6,61,611
2,1,1,6,29,6111,E,6,61,611
2,4,5,10,35,3221,E,3,32,322
1,1,5,10,28,4110,E,4,41,411
1,4,1,10,38,7115,D,7,71,711
1,1,1,10,47,8322,D,8,83,832
1,4,5,10,22,2656,D,2,26,265
1,1,5,10,27,5211,E,5,52,521
2,1,1,6,52,6121,E,6,61,612
2,1,5,7,21,9112,E,9,91,911
2,4,1,5,32,9211,E,9,92,921
1,4,1,5,36,9211,E,9,92,921
1,2,1,5,30,7112,E,7,71,711
2,1,1,10,28,9112,E,9,91,911
1,1,5,7,54,6114,E,6,61,611
2,4,5,10,39,3253,E,3,32,325
1,1,2,5,50,6114,D,6,61,611
1,4,3,11,35,3118,D,3,31,311
1,4,1,5,39,6111,E,6,61,611
1,1,1,7,48,5221,D,5,52,522
2,1,5,6,22,6111,E,6,61,611
1,4,5,5,21,6111,E,6,61,611
1,4,5,10,23,9211,E,9,92,921
1,4,1,7,41,9211,E,9,92,921
2,4,1,2,39,9211,E,9,92,921
1,1,2,6,42,9112,E,9,91,911
1,4,5,10,43,2635,D,2,26,263
2,1,5,3,47,8153,E,8,81,815
2,1,5,11,40,2341,D,2,23,234
2,4,1,5,37,9520,D,9,95,952
1,1,1,7,42,2341,D,2,23,234
1,1,3,5,41,6114,E,6,61,611
2,4,1,3,56,6114,D,6,61,611
1,4,1,5,35,9211,E,9,92,921
2,4,1,6,34,9211,E,9,92,921
2,1,1,5,33,0000,E,0,0,0
1,4,1,10,34,9412,D,9,94,941
1,4,1,7,31,1412,E,1,14,141
2,4,1,6,29,9111,E,9,91,911
1,4,1,5,35,9211,E,9,92,921
1,4,1,3,43,1412,E,1,14,141
1,4,1,5,33,8332,E,8,83,833
1,1,1,11,48,2341,A,2,23,234
2,1,1,12,38,2330,B,2,23,233
2,1,1,3,57,9211,E,9,92,921
1,4,1,6,55,9211,E,9,92,921
2,1,1,5,35,9211,E,9,92,921
1,4,1,5,37,9211,E,9,92,921
1,1,1,7,38,8321,D,8,83,832
1,1,1,7,33,2513,E,2,25,251
2,4,5,7,25,0000,E,0,0,0
2,4,5,10,39,9111,E,9,91,911
1,4,5,7,34,9333,E,9,93,933
1,4,5,10,25,4311,E,4,43,431
2,4,1,3,51,9211,E,9,92,921
1,4,5,7,31,9211,E,9,92,921
1,4,1,10,41,8322,D,8,83,832
1,4,5,5,51,6114,E,6,61,611
2,4,5,5,39,6114,E,6,61,611
2,4,1,7,32,9211,E,9,92,921
1,4,1,7,34,7112,D,7,71,711
1,4,5,5,38,9611,E,9,96,961
2,4,1,3,47,6111,E,6,61,611
1,4,1,3,57,6111,E,6,61,611
2,4,1,3,44,6111,E,6,61,611
2,1,1,2,59,5243,E,5,52,524
1,1,5,10,28,9211,E,9,92,921
1,1,1,5,57,9211,E,9,92,921
1,4,1,10,43,2342,B,2,23,234
1,1,1,7,24,9211,E,9,92,921
1,1,1,6,39,9112,E,9,91,911
2,2,1,10,34,5243,E,5,52,524
1,1,2,11,33,2142,A,2,21,214
1,4,1,5,34,9329,E,9,93,932
1,1,5,5,26,9211,E,9,92,921
1,4,5,5,24,9211,E,9,92,921
1,1,1,9,52,7212,D,7,72,721
2,1,1,11,47,2341,D,2,23,234
1,4,5,10,33,4311,C,4,43,431
1,4,1,10,47,0000,A,0,0,0
2,1,1,10,42,0000,E,0,0,0
1,1,5,10,24,0000,B,0,0,0
2,4,5,6,53,6114,E,6,61,611
2,1,1,7,27,6111,E,6,61,611
1,4,1,5,31,6111,E,6,61,611
1,4,5,7,23,0000,D,0,0,0
2,4,1,10,46,2341,D,2,23,234
1,4,5,6,30,9621,E,9,96,962
1,1,1,3,59,9211,E,9,92,921
1,2,1,10,33,3253,D,3,32,325
1,4,1,10,44,2351,D,2,23,235
1,1,5,11,25,2619,C,2,26,261
1,4,5,5,49,9622,E,9,96,962
1,1,1,9,54,8322,D,8,83,832
2,1,1,12,39,2341,D,2,23,234
1,4,1,1,52,6114,E,6,61,611
1,4,5,7,22,6114,E,6,61,611
2,4,1,6,50,6114,E,6,61,611
1,4,1,5,34,9211,E,9,92,921
2,4,1,5,31,9211,E,9,92,921
1,1,5,10,24,9621,E,9,96,962
1,4,1,10,28,0000,D,0,0,0
1,4,1,3,46,9211,E,9,92,921
1,1,1,6,36,6130,E,6,61,613
2,4,1,10,31,0000,E,0,0,0
1,4,4,7,47,9211,E,9,92,921
1,4,5,12,36,3411,B,3,34,341
1,4,3,10,39,5414,B,5,54,541
1,4,1,3,59,5414,E,5,54,541
2,1,1,10,38,5223,E,5,52,522
1,4,1,10,45,2611,C,2,26,261
1,4,5,6,37,9611,D,9,96,961
2,4,5,5,32,9611,D,9,96,961
1,4,1,5,44,8322,E,8,83,832
2,4,1,10,31,2341,E,2,23,234
2,4,1,5,29,9211,E,9,92,921
1,4,1,5,35,9313,E,9,93,931
1,3,5,7,32,9211,E,9,92,921
1,4,5,3,54,9122,E,9,91,912
2,1,5,7,47,5141,E,5,51,514
1,4,5,5,44,9211,E,9,92,921
2,4,5,5,40,6111,E,6,61,611
1,4,5,3,44,6111,E,6,61,611
1,4,5,8,30,6111,E,6,61,611
2,4,5,5,32,9111,E,9,91,911
1,4,5,5,41,9211,E,9,92,921
1,4,1,7,35,4321,D,4,43,432
2,4,1,6,36,5223,E,5,52,522
2,1,5,5,22,9111,E,9,91,911
2,4,1,7,39,5120,E,5,51,512
1,4,1,5,48,5414,E,5,54,541
1,4,1,10,38,8322,D,8,83,832
2,1,1,10,41,5243,D,5,52,524
1,4,1,7,42,7214,D,7,72,721
2,4,5,5,52,6114,E,6,61,611
1,4,5,5,25,6114,E,6,61,611
2,4,5,9,55,2341,E,2,23,234
2,1,5,7,45,6114,E,6,61,611
1,1,5,10,53,8322,C,8,83,832
1,4,1,11,35,1112,C,1,11,111
2,1,1,11,45,2341,D,2,23,234
1,4,1,10,41,9112,E,9,91,911
2,4,5,10,37,9621,E,9,96,962
1,4,1,3,47,9622,E,9,96,962
2,4,5,5,32,5212,E,5,52,521
1,1,1,10,26,9211,E,9,92,921
2,1,1,9,57,9211,E,9,92,921
1,4,5,5,23,6111,D,6,61,611
2,4,5,7,57,9520,E,9,95,952
1,4,5,6,21,9313,E,9,93,931
2,4,5,7,23,6111,E,6,61,611
1,4,1,5,33,9211,D,9,92,921
1,1,5,6,28,5414,D,5,54,541
1,1,5,10,49,7112,D,7,71,711
2,1,5,12,44,2330,B,2,23,233
1,4,5,6,44,9313,E,9,93,931
2,4,1,10,48,5221,B,5,52,522
1,3,1,11,51,5211,C,5,52,521
1,1,5,5,23,6111,E,6,61,611
2,4,5,5,27,6111,E,6,61,611
1,4,1,5,42,6111,E,6,61,611
2,4,1,5,38,6111,E,6,61,611
1,4,1,6,50,7412,D,7,74,741
2,4,5,5,40,9111,E,9,91,911
1,1,1,7,39,7213,D,7,72,721
1,4,1,10,23,5212,E,5,52,521
2,1,1,11,35,5245,B,5,52,524
1,4,5,3,45,5414,E,5,54,541
1,4,1,7,29,5414,E,5,54,541
2,4,1,10,26,4226,D,4,42,422
1,4,1,5,37,9211,E,9,92,921
2,4,1,7,28,6114,E,6,61,611
1,4,1,7,47,8332,D,8,83,833
2,4,1,13,30,2341,D,2,23,234
2,4,5,5,22,9211,E,9,92,921
1,1,1,7,37,6114,D,6,61,611
2,1,1,11,43,2330,D,2,23,233
1,4,1,1,36,9211,E,9,92,921
2,4,1,1,36,9211,E,9,92,921
2,1,5,11,49,2330,C,2,23,233
1,4,5,5,57,6130,D,6,61,613
2,4,5,7,28,9111,E,9,91,911
1,4,1,7,30,7112,E,7,71,711
1,2,5,5,22,9313,E,9,93,931
2,1,1,5,43,5230,E,5,52,523
1,4,1,10,45,5230,E,5,52,523
1,1,1,10,40,5221,E,5,52,522
1,1,5,7,22,9622,E,9,96,962
1,4,1,5,49,7112,E,7,71,711
2,1,5,10,25,2342,E,2,23,234
2,1,5,10,30,5243,E,5,52,524
2,1,1,6,47,9211,E,9,92,921
1,4,1,6,49,7522,E,7,75,752
1,4,1,7,35,9211,E,9,92,921
2,4,1,11,49,2341,D,2,23,234
1,4,1,7,50,8332,D,8,83,833
1,1,1,3,55,5414,D,5,54,541
2,1,1,3,54,8153,E,8,81,815
1,4,5,6,26,9211,E,9,92,921
2,4,5,10,30,5131,E,5,51,513
2,4,5,10,27,5221,E,5,52,522
2,4,1,5,32,9211,E,9,92,921
1,4,1,5,34,9211,D,9,92,921
2,4,1,6,31,6114,E,6,61,611
1,4,1,5,36,6114,E,6,61,611
1,1,1,10,43,2342,D,2,23,234
2,1,1,10,24,2341,D,2,23,234
1,4,1,7,26,8322,E,8,83,832
2,1,5,7,58,9211,E,9,92,921
1,4,5,5,45,9211,E,9,92,921
1,4,4,3,48,6111,E,6,61,611
1,4,5,5,33,9313,E,9,93,931
2,4,5,7,35,9111,E,9,91,911
1,4,5,6,34,9211,E,9,92,921
2,1,1,10,41,5243,D,5,52,524
1,4,1,10,36,0411,C,0,4,41
1,4,1,6,27,7112,E,7,71,711
1,4,5,5,27,9313,E,9,93,931
2,4,1,3,58,6111,E,6,61,611
1,4,1,3,57,6111,D,6,61,611
2,1,1,4,58,5211,D,5,52,521
2,1,5,11,38,3221,C,3,32,322
1,4,1,5,38,5221,E,5,52,522
1,1,1,6,52,7112,E,7,71,711
2,4,1,5,43,5243,E,5,52,524
1,1,5,5,40,6111,E,6,61,611
1,4,1,7,23,9112,E,9,91,911
1,1,3,7,46,7131,E,7,71,713
1,1,3,7,44,7131,E,7,71,713
1,4,1,5,34,0000,D,0,0,0
2,4,1,5,36,6114,E,6,61,611
2,1,1,6,31,5223,E,5,52,522
1,4,1,7,36,8322,D,8,83,832
1,4,1,6,49,8322,D,8,83,832
2,4,5,11,26,5223,D,5,52,522
2,4,5,11,45,2341,D,2,23,234
2,2,1,2,40,9622,E,9,96,962
1,4,1,10,38,8322,D,8,83,832
2,4,1,10,33,4110,E,4,41,411
1,1,1,10,27,9211,E,9,92,921
2,4,5,7,24,9111,E,9,91,911
1,1,5,11,29,1219,B,1,12,121
1,4,5,10,24,8322,E,8,83,832
2,1,5,10,26,2652,C,2,26,265
1,4,5,6,27,8114,E,8,81,811
2,1,5,7,26,9111,E,9,91,911
1,1,4,6,45,7112,E,7,71,711
1,4,1,3,55,9211,E,9,92,921
2,4,1,3,54,9211,E,9,92,921
1,1,5,11,32,3114,C,3,31,311
1,1,1,11,29,4110,C,4,41,411
1,1,1,6,38,6130,E,6,61,613
2,1,1,10,35,4110,E,4,41,411
1,1,1,3,58,9211,E,9,92,921
2,4,1,5,49,9211,E,9,92,921
1,4,3,7,31,5221,A,5,52,522
2,1,5,7,26,8153,C,8,81,815
1,1,5,10,30,1324,C,1,13,132
2,4,1,11,48,2341,C,2,23,234
1,4,1,11,54,2611,B,2,26,261
1,1,5,5,28,9122,E,9,91,912
1,1,5,6,57,7231,D,7,72,723
1,4,1,5,31,9611,E,9,96,961
1,4,1,7,29,6130,E,6,61,613
2,4,5,5,33,9111,E,9,91,911
2,4,5,5,34,6114,E,6,61,611
1,4,5,5,40,9313,E,9,93,931
2,4,1,3,45,3253,E,3,32,325
1,4,5,7,35,9112,E,9,91,911
2,4,1,6,35,9211,E,9,92,921
2,4,1,5,47,6114,E,6,61,611
1,4,1,5,49,6114,E,6,61,611
1,4,1,5,46,9621,E,9,96,962
1,1,1,5,30,9211,E,9,92,921
1,4,5,2,48,6130,E,6,61,613
1,4,1,5,36,9520,E,9,95,952
1,4,5,7,22,6111,E,6,61,611
1,1,5,5,38,9211,E,9,92,921
1,4,5,5,41,6114,E,6,61,611
2,4,5,5,34,6114,E,6,61,611
1,1,1,7,40,2342,D,2,23,234
2,1,1,7,35,8153,E,8,81,815
1,4,1,7,27,9211,E,9,92,921
1,4,1,7,26,6114,E,6,61,611
2,4,1,10,22,6114,E,6,61,611
1,4,1,5,31,6111,E,6,61,611
2,4,1,5,30,6111,E,6,61,611
1,4,5,6,25,9112,E,9,91,911
2,4,5,7,23,9111,E,9,91,911
1,4,1,5,24,9211,E,9,92,921
1,1,1,5,31,9112,D,9,91,911
2,4,1,10,36,5414,D,5,54,541
1,1,1,5,57,9211,E,9,92,921
2,4,1,5,46,9211,E,9,92,921
1,4,5,5,28,9211,E,9,92,921
1,1,1,10,39,5414,C,5,54,541
2,4,1,12,39,2341,B,2,23,234
1,4,1,5,53,5414,E,5,54,541
1,4,5,5,59,9111,E,9,91,911
1,4,1,10,33,2635,E,2,26,263
2,4,1,5,27,6111,E,6,61,611
2,4,1,5,30,9211,E,9,92,921
1,4,1,5,30,9211,E,9,92,921
1,4,1,5,23,9211,E,9,92,921
1,4,5,10,27,6111,E,6,61,611
1,4,5,10,24,6111,E,6,61,611
1,4,5,10,21,6111,E,6,61,611
1,4,3,11,52,3253,B,3,32,325
2,1,5,11,25,4110,D,4,41,411
2,4,5,10,27,2341,E,2,23,234
1,4,5,7,26,6114,D,6,61,611
2,4,3,9,54,5321,D,5,53,532
1,1,1,3,52,6121,E,6,61,612
2,1,1,3,50,6121,E,6,61,612
2,1,1,7,38,1420,D,1,14,142
1,1,1,7,37,9211,E,9,92,921
1,4,1,2,45,9211,E,9,92,921
2,4,1,7,47,9112,E,9,91,911
1,4,1,10,30,5223,D,5,52,522
1,4,1,7,34,9211,E,9,92,921
1,4,1,5,51,7112,E,7,71,711
1,1,5,10,37,3322,D,3,33,332
2,4,1,5,24,6111,E,6,61,611
1,4,1,7,25,6111,E,6,61,611
1,4,1,5,47,9211,E,9,92,921
1,4,1,7,46,3412,E,3,34,341
2,1,1,10,41,2342,E,2,23,234
1,1,1,5,33,6111,E,6,61,611
2,4,1,7,27,6111,E,6,61,611
2,4,5,5,33,9112,E,9,91,911
1,4,1,9,52,4120,C,4,41,412
2,1,1,10,49,5243,D,5,52,524
1,4,1,7,54,9211,E,9,92,921
1,4,1,6,34,6111,E,6,61,611
2,4,1,5,34,6111,E,6,61,611
1,1,1,7,44,2656,E,2,26,265
2,4,5,10,52,9112,D,9,91,911
1,4,5,5,24,9211,E,9,92,921
2,4,5,5,22,9211,E,9,92,921
1,1,1,5,37,8321,E,8,83,832
2,4,1,10,36,3253,D,3,32,325
1,4,5,5,46,9313,E,9,93,931
2,1,5,10,34,9112,E,9,91,911
1,1,1,5,41,8332,D,8,83,833
2,1,1,10,42,9112,D,9,91,911
1,1,5,10,31,1420,D,1,14,142
2,1,3,11,30,1420,D,1,14,142
1,1,1,7,47,5221,E,5,52,522
1,4,1,5,36,6111,E,6,61,611
2,4,1,5,32,6111,E,6,61,611
2,4,1,5,28,6111,E,6,61,611
1,4,1,5,33,6111,E,6,61,611
2,1,2,10,28,3221,D,3,32,322
2,4,5,10,31,2341,E,2,23,234
1,4,5,3,50,6111,E,6,61,611
1,4,5,5,28,7231,E,7,72,723
1,4,1,6,40,3422,E,3,34,342
1,1,1,5,38,9211,E,9,92,921
1,1,1,6,41,5223,E,5,52,522
1,2,1,3,54,9211,E,9,92,921
1,1,1,3,54,9211,E,9,92,921
1,4,5,2,47,7112,E,7,71,711
2,4,1,5,22,6111,E,6,61,611
1,4,1,5,28,6111,E,6,61,611
1,1,5,1,45,8332,E,8,83,833
1,3,1,9,54,3114,D,3,31,311
1,3,5,7,24,0000,E,0,0,0
2,3,1,9,52,4120,E,4,41,412
1,4,1,6,38,7115,D,7,71,711
2,4,1,6,35,9211,E,9,92,921
2,4,5,5,37,9111,E,9,91,911
2,4,4,5,47,6114,E,6,61,611
2,1,1,1,35,9211,E,9,92,921
1,1,1,1,39,9211,E,9,92,921
1,4,5,7,28,9112,E,9,91,911
1,4,1,1,36,9629,E,9,96,962
2,4,1,10,35,9611,E,9,96,961
2,4,1,10,40,5141,E,5,51,514
1,1,1,10,39,9622,E,9,96,962
2,1,1,2,50,5414,E,5,54,541
2,4,5,7,43,8153,C,8,81,815
1,1,1,10,31,7112,D,7,71,711
2,4,3,5,35,9111,E,9,91,911
1,4,1,10,39,3253,E,3,32,325
1,1,1,10,46,0411,B,0,4,41
2,1,1,10,27,9111,E,9,91,911
1,4,1,2,35,9629,E,9,96,962
1,1,1,7,35,5223,E,5,52,522
1,1,1,7,50,5163,E,5,51,516
1,1,5,10,29,7213,E,7,72,721
2,1,5,7,23,0000,E,0,0,0
1,1,1,5,47,7511,E,7,75,751
2,4,1,7,40,7421,E,7,74,742
1,4,5,5,27,9211,E,9,92,921
2,4,5,5,30,9211,E,9,92,921
2,2,1,7,31,6130,E,6,61,613
1,1,1,5,45,7112,D,7,71,711
2,4,5,5,46,5243,E,5,52,524
1,4,1,6,57,6130,E,6,61,613
2,4,1,6,44,6114,E,6,61,611
1,4,5,6,32,9211,E,9,92,921
2,4,5,7,33,9211,E,9,92,921
1,1,5,5,28,9211,E,9,92,921
1,4,1,7,35,8332,D,8,83,833
2,1,5,10,33,9211,E,9,92,921
1,1,5,10,44,6130,E,6,61,613
2,4,5,10,27,9111,E,9,91,911
1,4,1,9,53,0000,D,0,0,0
2,4,1,9,51,3352,D,3,33,335
1,4,5,10,32,5223,D,5,52,522
1,4,2,10,30,4110,D,4,41,411
2,4,5,11,26,0000,E,0,0,0
2,4,1,5,31,6111,E,6,61,611
2,4,1,11,25,1420,D,1,14,142
1,4,2,10,40,5223,E,5,52,522
2,4,5,6,30,5223,E,5,52,522
1,4,1,7,28,7125,E,7,71,712
2,4,1,5,34,9112,E,9,91,911
1,4,1,7,29,9334,E,9,93,933
2,4,1,6,51,6114,E,6,61,611
1,4,5,5,45,7113,D,7,71,711
2,4,5,10,41,3412,D,3,34,341
2,4,1,2,42,6111,E,6,61,611
1,4,1,2,54,6111,E,6,61,611
1,4,5,7,22,9313,E,9,93,931
2,2,2,4,50,5120,E,5,51,512
1,4,5,3,57,9313,E,9,93,931
1,4,5,10,25,9622,E,9,96,962
1,4,1,7,35,9622,E,9,96,962
1,4,1,5,34,9611,E,9,96,961
2,4,5,3,52,9611,E,9,96,961
1,2,5,5,30,9313,E,9,93,931
1,4,5,5,23,9211,E,9,92,921
2,4,5,2,33,9211,E,9,92,921
2,4,1,5,48,6114,E,6,61,611
2,4,5,10,21,9111,E,9,91,911
1,4,4,5,34,7126,E,7,71,712
1,4,1,5,54,9622,E,9,96,962
1,2,1,10,32,6130,E,6,61,613
1,4,1,6,40,7115,E,7,71,711
2,1,1,10,41,9112,E,9,91,911
1,4,5,5,38,9313,E,9,93,931
2,4,1,6,35,9111,E,9,91,911
2,1,5,6,41,9112,E,9,91,911
2,1,5,10,22,5223,E,5,52,522
1,2,5,5,24,7231,E,7,72,723
1,4,5,5,35,7112,E,7,71,711
1,4,1,11,33,1221,C,1,12,122
2,4,1,10,38,1341,D,1,13,134
1,4,1,7,39,8322,A,8,83,832
2,4,2,10,46,9334,E,9,93,933
1,4,1,10,39,8322,E,8,83,832
1,4,1,3,58,7112,D,7,71,711
2,1,4,4,55,9111,E,9,91,911
1,3,5,5,25,9211,E,9,92,921
2,3,1,3,49,9211,E,9,92,921
1,4,5,6,28,9211,E,9,92,921
2,1,1,11,39,2341,D,2,23,234
1,4,1,10,42,2351,D,2,23,235
2,4,5,5,21,9111,E,9,91,911
2,4,5,7,47,9111,E,9,91,911
1,1,1,5,35,7511,E,7,75,751
2,1,1,7,37,7511,E,7,75,751
2,4,1,10,35,9111,E,9,91,911
2,4,1,5,41,9111,E,9,91,911
1,4,1,3,47,6114,E,6,61,611
1,4,5,7,42,7112,D,7,71,711
1,4,5,7,30,6121,E,6,61,612
2,4,5,7,26,1420,E,1,14,142
2,1,1,7,35,9112,E,9,91,911
1,1,1,7,41,5414,E,5,54,541
1,1,1,6,37,6130,D,6,61,613
2,4,1,11,33,6130,E,6,61,613
1,1,5,6,36,5414,E,5,54,541
1,4,1,5,39,7112,D,7,71,711
2,4,1,7,35,0000,D,0,0,0
1,4,5,2,55,6130,E,6,61,613
1,4,1,3,54,8322,D,8,83,832
2,4,1,3,52,7511,E,7,75,751
1,4,5,10,22,9313,E,9,93,931
1,2,5,8,34,3333,D,3,33,333
1,4,1,7,30,7231,E,7,72,723
1,4,1,10,26,3253,D,3,32,325
1,4,1,6,35,7522,E,7,75,752
1,4,5,7,23,9214,E,9,92,921
2,4,2,5,32,9214,E,9,92,921
1,4,5,5,26,9313,E,9,93,931
1,1,5,7,41,7112,E,7,71,711
2,1,5,5,40,6114,D,6,61,611
2,4,1,10,22,0000,E,0,0,0
1,4,1,11,31,2341,D,2,23,234
1,4,5,5,30,9211,E,9,92,921
1,4,1,10,28,9211,E,9,92,921
2,4,1,10,23,9211,E,9,92,921
1,4,1,7,29,8219,E,8,82,821
2,1,1,10,24,5142,D,5,51,514
1,1,1,10,36,7421,E,7,74,742
1,4,5,1,29,9211,E,9,92,921
2,2,5,1,26,9211,E,9,92,921
1,1,1,10,37,5414,E,5,54,541
1,2,5,7,49,7231,E,7,72,723
2,1,5,10,52,2359,E,2,23,235
1,4,1,10,21,7115,E,7,71,711
1,4,1,7,33,7112,E,7,71,711
2,1,1,10,24,4110,E,4,41,411
2,1,5,6,54,0000,D,0,0,0
1,4,5,2,57,8331,D,8,83,833
1,3,1,5,35,7522,E,7,75,752
1,4,5,10,28,9334,E,9,93,933
2,4,3,11,49,2341,D,2,23,234
1,4,1,5,31,6114,E,6,61,611
2,4,4,8,58,5321,E,5,53,532
1,4,5,10,34,7512,E,7,75,751
1,4,1,10,32,5223,E,5,52,522
2,4,5,7,34,3322,E,3,33,332
2,4,4,8,56,9211,E,9,92,921
1,4,5,10,21,9211,E,9,92,921
1,4,5,7,26,9313,E,9,93,931
1,1,1,10,37,4110,C,4,41,411
1,4,1,5,40,9211,E,9,92,921
1,4,1,5,45,7112,E,7,71,711
1,2,5,6,42,3114,E,3,31,311
1,4,1,7,46,7231,E,7,72,723
2,4,1,10,30,4226,E,4,42,422
1,4,1,6,28,9621,E,9,96,962
1,1,5,10,36,9623,E,9,96,962
1,4,5,10,24,4321,E,4,43,432
1,4,1,6,52,5414,E,5,54,541
2,4,1,5,47,9520,E,9,95,952
1,4,5,10,24,9520,E,9,95,952
1,4,5,5,32,7112,E,7,71,711
2,4,4,5,57,6114,D,6,61,611
1,4,5,6,25,9629,E,9,96,962
2,4,1,12,34,2341,D,2,23,234
